battery_id,car_model,battery_type,charging_speed,climate,depth_of_discharge,cycle_index,calendar_age_months,mileage_km,soh_percentage,capacity_Ah,voltage_V,temperature_C,internal_resistance_ohm,energy_throughput_kwh,total_lifespan_cycles,remaining_useful_cycles,remaining_useful_life_km,remaining_useful_life_months,eol_reached
BAT-TEST-L-02356,Model Y Performance,NCA,Ultra-Fast (HPC),Hot,Shallow (20-80%),2125,81.2,775467.7,52.28,45.11,358.72,45.9,0.136862,83322.28,4453,2328,698400,93.1,1
BAT-TEST-L-02357,Model 3 Long Range,NCA,Ultra-Fast (HPC),Hot,Shallow (20-80%),3480,127.8,1235287.1,24.56,19.97,339.65,24.8,0.169951,64105.0,4613,1133,339900,45.3,1
BAT-TEST-L-02358,Chevy Bolt EV,NMC,Ultra-Fast (HPC),Cold,Moderate (10-90%),2552,155.0,974242.2,48.74,38.58,353.57,22.5,0.129133,93281.48,4978,2426,727800,97.0,1
BAT-TEST-L-02359,BYD Blade EV,NCA,Fast (DC),Hot,Shallow (20-80%),3135,167.4,814017.1,42.92,33.65,331.38,25.6,0.137632,100907.55,5492,2357,707100,94.3,1
BAT-TEST-L-02360,Tesla Model S,LFP,Ultra-Fast (HPC),Temperate,Deep (0-100%),3525,146.0,1273806.9,31.24,22.8,348.76,19.1,0.150921,82587.86,5126,1601,480300,64.0,1
BAT-TEST-L-02361,Model Y Performance,NMC,Ultra-Fast (HPC),Temperate,Moderate (10-90%),1714,58.0,655664.6,63.67,49.24,355.34,24.7,0.108004,81846.7,4718,3004,901200,120.2,1
BAT-TEST-L-02362,Tesla Model S,NMC,Ultra-Fast (HPC),Cold,Shallow (20-80%),3055,120.3,887699.4,37.84,31.01,330.6,43.4,0.151441,86693.98,4914,1859,557700,74.4,1
BAT-TEST-L-02363,Model 3 Long Range,NCA,Slow (AC),Cold,Shallow (20-80%),3088,184.7,1071247.5,28.17,21.7,337.97,45.3,0.1618,65240.41,4299,1211,363300,48.4,1
BAT-TEST-L-02364,Chevy Bolt EV,NMC,Slow (AC),Hot,Moderate (10-90%),2264,113.6,888462.5,59.52,48.61,347.98,42.9,0.111694,101072.94,5594,3330,999000,133.2,1
BAT-TEST-L-02365,BYD Blade EV,NMC,Fast (DC),Temperate,Shallow (20-80%),2310,91.2,650071.5,51.23,39.57,354.0,48.3,0.121053,88751.5,4736,2426,727800,97.0,1
BAT-TEST-L-02366,BYD Blade EV,NCA,Ultra-Fast (HPC),Cold,Deep (0-100%),1844,103.1,510212.0,64.78,51.94,359.75,14.5,0.09476,89587.57,5235,3391,1017300,135.6,1
BAT-TEST-L-02367,Model 3 Long Range,NCA,Ultra-Fast (HPC),Cold,Shallow (20-80%),3829,133.0,1496095.6,15.94,12.29,353.85,40.5,0.178378,45776.29,4555,726,217800,29.0,1
BAT-TEST-L-02368,Model 3 Long Range,LFP,Slow (AC),Temperate,Deep (0-100%),5021,243.0,1934612.0,12.77,10.92,358.58,21.2,0.177803,48088.65,5756,735,220500,29.4,1
BAT-TEST-L-02369,Model Y Performance,NMC,Ultra-Fast (HPC),Cold,Deep (0-100%),1785,79.3,561299.6,62.5,50.17,357.51,47.9,0.108287,83678.28,4761,2976,892800,119.0,1
BAT-TEST-L-02370,Tesla Model S,NMC,Ultra-Fast (HPC),Hot,Moderate (10-90%),931,58.5,233470.1,83.6,67.17,347.27,41.6,0.073096,58371.09,5676,4745,1423500,189.8,0
BAT-TEST-L-02371,Model 3 Long Range,NMC,Slow (AC),Hot,Deep (0-100%),2747,79.1,807445.9,36.01,28.67,359.34,37.8,0.137091,74199.24,4293,1546,463800,61.8,1
BAT-TEST-L-02372,BYD Blade EV,LFP,Fast (DC),Cold,Deep (0-100%),3162,166.0,1110610.4,35.85,27.45,336.11,42.2,0.152665,85006.94,4929,1767,530100,70.7,1
BAT-TEST-L-02373,Tesla Model S,NCA,Fast (DC),Hot,Shallow (20-80%),641,20.0,191209.8,87.44,69.34,338.11,37.9,0.070565,42035.1,5102,4461,1338300,178.4,0
BAT-TEST-L-02374,Chevy Bolt EV,NMC,Ultra-Fast (HPC),Temperate,Deep (0-100%),2429,111.1,933082.7,58.36,46.1,354.15,25.5,0.112775,106323.98,5834,3405,1021500,136.2,1
BAT-TEST-L-02375,Tesla Model S,LFP,Slow (AC),Cold,Moderate (10-90%),999,43.8,318007.6,77.35,63.83,350.63,13.6,0.089699,57953.15,4410,3411,1023300,136.4,1
BAT-TEST-L-02376,Model Y Performance,LFP,Ultra-Fast (HPC),Cold,Deep (0-100%),878,41.1,300982.6,80.95,66.23,349.84,40.5,0.078496,53308.16,4610,3732,1119600,149.3,0
BAT-TEST-L-02377,Tesla Model S,NCA,Fast (DC),Temperate,Deep (0-100%),3190,181.1,1257513.6,31.34,23.79,347.81,43.9,0.157137,74988.23,4646,1456,436800,58.2,1
BAT-TEST-L-02378,Tesla Model S,NMC,Ultra-Fast (HPC),Hot,Moderate (10-90%),2908,86.5,1004939.6,32.08,27.04,345.48,20.5,0.14918,69965.82,4281,1373,411900,54.9,1
BAT-TEST-L-02379,Tesla Model S,NMC,Fast (DC),Cold,Moderate (10-90%),1471,50.8,564704.2,71.86,57.34,341.63,34.3,0.088699,79284.9,5228,3757,1127100,150.3,1
BAT-TEST-L-02380,Model Y Performance,NMC,Ultra-Fast (HPC),Hot,Deep (0-100%),3995,255.7,1417233.2,17.15,13.69,331.84,49.1,0.175052,51382.73,4822,827,248100,33.1,1
BAT-TEST-L-02381,Model Y Performance,NMC,Fast (DC),Temperate,Shallow (20-80%),1278,55.3,481237.6,75.82,60.78,347.75,29.7,0.086344,72668.77,5284,4006,1201800,160.2,1
BAT-TEST-L-02382,Model 3 Long Range,NCA,Fast (DC),Temperate,Moderate (10-90%),2499,74.7,713577.3,54.45,42.22,351.74,27.5,0.114732,102056.36,5487,2988,896400,119.5,1
BAT-TEST-L-02383,Model 3 Long Range,NCA,Fast (DC),Hot,Shallow (20-80%),1637,79.5,511126.7,59.12,46.72,343.37,30.3,0.105895,72582.1,4004,2367,710100,94.7,1
BAT-TEST-L-02384,BYD Blade EV,NMC,Ultra-Fast (HPC),Cold,Deep (0-100%),1092,43.9,416231.2,81.21,63.48,334.26,31.9,0.077447,66509.79,5811,4719,1415700,188.8,0
BAT-TEST-L-02385,Model 3 Long Range,NCA,Ultra-Fast (HPC),Hot,Shallow (20-80%),3202,140.3,930969.3,25.89,19.88,349.41,34.1,0.161365,62170.56,4321,1119,335700,44.8,1
BAT-TEST-L-02386,Model Y Performance,NMC,Ultra-Fast (HPC),Hot,Moderate (10-90%),4360,153.7,1205461.2,11.4,8.11,343.85,46.6,0.178603,37280.67,4921,561,168300,22.4,1
BAT-TEST-L-02387,Model 3 Long Range,LFP,Slow (AC),Hot,Shallow (20-80%),3103,119.6,996094.9,27.32,21.61,333.34,27.1,0.164859,63588.92,4270,1167,350100,46.7,1
BAT-TEST-L-02388,Chevy Bolt EV,NMC,Ultra-Fast (HPC),Cold,Moderate (10-90%),2843,158.0,813051.5,47.29,38.49,331.04,18.8,0.135975,100836.57,5394,2551,765300,102.0,1
BAT-TEST-L-02389,Tesla Model S,NMC,Fast (DC),Temperate,Shallow (20-80%),1874,88.1,550636.7,61.44,48.08,330.92,34.1,0.104917,86350.32,4860,2986,895800,119.4,1
BAT-TEST-L-02390,Model Y Performance,LFP,Ultra-Fast (HPC),Temperate,Moderate (10-90%),1124,45.4,438677.0,73.05,58.93,345.5,37.0,0.088754,61584.9,4171,3047,914100,121.9,1
BAT-TEST-L-02391,Chevy Bolt EV,LFP,Ultra-Fast (HPC),Temperate,Moderate (10-90%),1304,65.5,469804.3,69.81,57.58,347.31,41.6,0.094836,68274.28,4319,3015,904500,120.6,1
BAT-TEST-L-02392,Model Y Performance,LFP,Fast (DC),Hot,Deep (0-100%),785,27.7,201642.7,81.2,66.38,334.5,42.9,0.078419,47806.63,4176,3391,1017300,135.6,0
BAT-TEST-L-02393,Tesla Model S,LFP,Ultra-Fast (HPC),Cold,Moderate (10-90%),2725,82.8,859275.4,42.74,35.5,331.88,50.3,0.141178,87340.4,4759,2034,610200,81.4,1
BAT-TEST-L-02394,Tesla Model S,NMC,Fast (DC),Hot,Moderate (10-90%),737,28.7,236233.3,83.73,66.3,354.61,20.9,0.072072,46283.04,4530,3793,1137900,151.7,0
BAT-TEST-L-02395,Model Y Performance,NCA,Ultra-Fast (HPC),Temperate,Moderate (10-90%),3990,252.7,1397901.6,27.78,21.01,355.16,27.6,0.155554,83135.06,5525,1535,460500,61.4,1
BAT-TEST-L-02396,Model 3 Long Range,NMC,Fast (DC),Temperate,Moderate (10-90%),2804,111.4,925231.4,38.12,31.39,333.19,28.2,0.148848,80173.77,4532,1728,518400,69.1,1
BAT-TEST-L-02397,Chevy Bolt EV,LFP,Fast (DC),Temperate,Moderate (10-90%),763,25.5,229726.8,83.81,65.74,348.08,29.6,0.064055,47962.15,4714,3951,1185300,158.0,0
BAT-TEST-L-02398,Model Y Performance,LFP,Fast (DC),Hot,Shallow (20-80%),569,35.9,162107.8,86.6,67.63,359.17,30.1,0.076513,36957.15,4247,3678,1103400,147.1,0
BAT-TEST-L-02399,Model 3 Long Range,NCA,Slow (AC),Hot,Deep (0-100%),2377,123.7,654779.8,48.93,38.77,352.64,48.4,0.130578,87233.88,4655,2278,683400,91.1,1
BAT-TEST-L-02400,BYD Blade EV,NCA,Ultra-Fast (HPC),Temperate,Moderate (10-90%),3876,179.2,1549158.9,31.95,25.71,347.04,43.3,0.156843,92884.0,5696,1820,546000,72.8,1
BAT-TEST-L-02401,BYD Blade EV,NMC,Slow (AC),Temperate,Deep (0-100%),2838,158.7,1044179.6,47.73,36.95,348.47,23.7,0.129191,101584.23,5429,2591,777300,103.6,1
BAT-TEST-L-02402,Tesla Model S,NMC,Ultra-Fast (HPC),Hot,Shallow (20-80%),2078,61.0,590658.5,64.92,50.48,333.96,14.7,0.095896,101173.18,5923,3845,1153500,153.8,1
BAT-TEST-L-02403,Model Y Performance,NCA,Slow (AC),Hot,Shallow (20-80%),2798,128.0,1086239.8,41.92,33.13,351.83,42.6,0.133145,87972.27,4818,2020,606000,80.8,1
BAT-TEST-L-02404,Model 3 Long Range,NMC,Slow (AC),Temperate,Shallow (20-80%),677,25.7,210424.7,87.86,69.01,351.48,12.8,0.065094,44611.08,5577,4900,1470000,196.0,0
BAT-TEST-L-02405,Model 3 Long Range,NCA,Ultra-Fast (HPC),Temperate,Shallow (20-80%),1830,60.9,714904.7,55.35,43.94,356.71,35.6,0.122651,75972.3,4099,2269,680700,90.8,1
BAT-TEST-L-02406,BYD Blade EV,LFP,Ultra-Fast (HPC),Cold,Moderate (10-90%),3318,139.5,910809.6,39.64,32.48,358.78,43.4,0.137632,98647.56,5497,2179,653700,87.2,1
BAT-TEST-L-02407,Model 3 Long Range,NCA,Ultra-Fast (HPC),Hot,Deep (0-100%),2070,90.6,616789.2,50.23,40.03,349.54,17.3,0.128999,77986.44,4159,2089,626700,83.6,1
BAT-TEST-L-02408,Chevy Bolt EV,LFP,Slow (AC),Cold,Deep (0-100%),4007,137.1,1352562.7,28.35,22.89,350.85,35.6,0.151803,85198.36,5592,1585,475500,63.4,1
BAT-TEST-L-02409,BYD Blade EV,LFP,Ultra-Fast (HPC),Cold,Shallow (20-80%),3468,226.9,1303787.1,40.47,32.45,333.58,18.4,0.136212,105259.09,5826,2358,707400,94.3,1
BAT-TEST-L-02410,Model Y Performance,LFP,Slow (AC),Temperate,Deep (0-100%),860,26.6,292425.5,85.41,69.03,354.99,35.3,0.078603,55091.43,5896,5036,1510800,201.4,0
BAT-TEST-L-02411,Model Y Performance,NCA,Slow (AC),Cold,Shallow (20-80%),2517,145.8,999632.6,53.63,43.49,358.09,46.3,0.117131,101247.3,5429,2912,873600,116.5,1
BAT-TEST-L-02412,BYD Blade EV,NCA,Slow (AC),Hot,Deep (0-100%),4339,146.5,1363116.8,20.37,14.81,346.51,49.8,0.168614,66294.14,5449,1110,333000,44.4,1
BAT-TEST-L-02413,Chevy Bolt EV,LFP,Ultra-Fast (HPC),Hot,Deep (0-100%),638,27.4,174242.6,87.9,69.75,334.87,33.8,0.073706,42062.54,5275,4637,1391100,185.5,0
BAT-TEST-L-02414,Tesla Model S,NMC,Fast (DC),Cold,Shallow (20-80%),3072,96.3,1113719.0,29.25,22.27,334.61,27.5,0.153972,67389.6,4342,1270,381000,50.8,1
BAT-TEST-L-02415,Model 3 Long Range,LFP,Fast (DC),Hot,Moderate (10-90%),2185,104.7,800945.4,51.12,40.21,350.21,28.6,0.130048,83768.87,4470,2285,685500,91.4,1
BAT-TEST-L-02416,Chevy Bolt EV,NCA,Slow (AC),Cold,Deep (0-100%),1864,56.7,606590.0,67.85,54.18,335.73,29.5,0.095396,94858.19,5798,3934,1180200,157.4,1
BAT-TEST-L-02417,Tesla Model S,LFP,Fast (DC),Cold,Shallow (20-80%),4769,295.8,1584564.1,15.7,14.29,342.63,21.3,0.175498,56169.51,5657,888,266400,35.5,1
BAT-TEST-L-02418,Chevy Bolt EV,LFP,Ultra-Fast (HPC),Cold,Deep (0-100%),5120,181.6,1928932.4,12.87,11.58,332.06,33.9,0.175072,49431.74,5876,756,226800,30.2,1
BAT-TEST-L-02419,Chevy Bolt EV,LFP,Ultra-Fast (HPC),Temperate,Moderate (10-90%),1840,83.0,722433.9,56.3,45.89,343.63,35.2,0.113186,77699.49,4211,2371,711300,94.8,1
BAT-TEST-L-02420,BYD Blade EV,LFP,Fast (DC),Hot,Moderate (10-90%),816,23.4,287820.7,84.1,66.44,337.17,16.2,0.062523,51467.97,5131,4315,1294500,172.6,0
BAT-TEST-L-02421,Tesla Model S,NMC,Fast (DC),Hot,Moderate (10-90%),2613,146.2,993490.2,45.46,37.8,354.53,29.4,0.130997,89085.2,4791,2178,653400,87.1,1
BAT-TEST-L-02422,BYD Blade EV,NCA,Fast (DC),Temperate,Shallow (20-80%),3296,136.0,993403.2,24.35,19.11,354.52,25.4,0.16887,60188.3,4357,1061,318300,42.4,1
BAT-TEST-L-02423,Model Y Performance,LFP,Ultra-Fast (HPC),Cold,Shallow (20-80%),2056,62.5,668332.1,60.2,49.31,348.37,23.8,0.118751,92829.02,5166,3110,933000,124.4,1
BAT-TEST-L-02424,Model Y Performance,NCA,Ultra-Fast (HPC),Hot,Shallow (20-80%),462,13.6,175903.0,90.46,72.22,350.85,18.1,0.062314,31344.3,4843,4381,1314300,175.2,0
BAT-TEST-L-02425,BYD Blade EV,LFP,Fast (DC),Hot,Moderate (10-90%),4808,266.6,1881553.9,11.27,9.24,354.68,52.1,0.18398,40649.79,5419,611,183300,24.4,1
BAT-TEST-L-02426,Chevy Bolt EV,NCA,Slow (AC),Hot,Deep (0-100%),2167,72.2,669740.9,62.34,49.77,356.02,45.2,0.108051,101323.47,5755,3588,1076400,143.5,1
BAT-TEST-L-02427,Model 3 Long Range,LFP,Ultra-Fast (HPC),Cold,Moderate (10-90%),3306,165.2,832801.9,28.25,23.1,358.0,34.1,0.155318,70050.69,4608,1302,390600,52.1,1
BAT-TEST-L-02428,Model 3 Long Range,NCA,Slow (AC),Hot,Deep (0-100%),1316,56.7,476814.9,72.5,56.11,337.76,21.6,0.099591,71558.09,4786,3470,1041000,138.8,1
BAT-TEST-L-02429,BYD Blade EV,LFP,Fast (DC),Cold,Moderate (10-90%),1959,93.2,777398.4,65.81,52.67,336.82,15.6,0.100769,96698.57,5731,3772,1131600,150.9,1
BAT-TEST-L-02430,Model 3 Long Range,NMC,Slow (AC),Temperate,Moderate (10-90%),912,53.1,257119.9,83.53,66.24,338.12,24.0,0.076057,57133.22,5537,4625,1387500,185.0,0
BAT-TEST-L-02431,Tesla Model S,NMC,Ultra-Fast (HPC),Hot,Deep (0-100%),974,35.0,289394.7,76.38,60.86,351.54,19.0,0.088915,55796.27,4124,3150,945000,126.0,1
BAT-TEST-L-02432,BYD Blade EV,NCA,Ultra-Fast (HPC),Hot,Deep (0-100%),1097,35.6,274972.4,77.04,61.18,344.36,33.4,0.088153,63381.08,4777,3680,1104000,147.2,1
BAT-TEST-L-02433,Tesla Model S,NMC,Fast (DC),Temperate,Moderate (10-90%),353,15.1,116085.8,91.34,72.25,345.37,22.5,0.063008,24181.54,4075,3722,1116600,148.9,0
BAT-TEST-L-02434,BYD Blade EV,NCA,Fast (DC),Cold,Moderate (10-90%),4262,275.7,1404071.9,24.75,19.32,345.23,28.8,0.167668,79103.58,5664,1402,420600,56.1,1
BAT-TEST-L-02435,Tesla Model S,LFP,Ultra-Fast (HPC),Hot,Deep (0-100%),994,65.1,374702.2,82.24,66.65,345.3,38.4,0.078331,61306.97,5596,4602,1380600,184.1,0
BAT-TEST-L-02436,Model 3 Long Range,LFP,Fast (DC),Cold,Moderate (10-90%),1606,46.7,428090.8,66.8,53.75,340.92,36.5,0.089018,80456.39,4837,3231,969300,129.2,1
BAT-TEST-L-02437,Model 3 Long Range,NMC,Slow (AC),Temperate,Deep (0-100%),3411,122.0,1355580.0,32.13,25.61,338.42,47.6,0.144954,82199.82,5026,1615,484500,64.6,1
BAT-TEST-L-02438,Tesla Model S,NMC,Ultra-Fast (HPC),Cold,Deep (0-100%),1009,31.0,305416.7,79.33,62.71,336.89,34.2,0.082266,60029.84,4880,3871,1161300,154.8,1
BAT-TEST-L-02439,Model 3 Long Range,NMC,Slow (AC),Temperate,Moderate (10-90%),3026,167.6,777656.5,41.94,34.28,348.18,50.8,0.137071,95178.93,5212,2186,655800,87.4,1
BAT-TEST-L-02440,Model Y Performance,NMC,Slow (AC),Hot,Deep (0-100%),3354,115.7,844770.8,22.89,19.07,335.64,35.9,0.167068,57568.74,4349,995,298500,39.8,1
BAT-TEST-L-02441,BYD Blade EV,NMC,Fast (DC),Cold,Deep (0-100%),2903,83.7,1117517.3,42.56,34.5,340.73,38.1,0.139862,92657.72,5054,2151,645300,86.0,1
BAT-TEST-L-02442,Tesla Model S,LFP,Slow (AC),Hot,Shallow (20-80%),2958,170.4,879632.6,41.19,33.73,352.4,43.6,0.140751,91380.4,5030,2072,621600,82.9,1
BAT-TEST-L-02443,Tesla Model S,LFP,Slow (AC),Cold,Deep (0-100%),489,19.4,195498.1,91.59,72.43,354.14,40.6,0.066993,33589.94,5813,5324,1597200,213.0,0
BAT-TEST-L-02444,Tesla Model S,NCA,Ultra-Fast (HPC),Temperate,Moderate (10-90%),3146,131.5,855810.9,40.43,33.26,332.3,24.5,0.139043,95403.72,5282,2136,640800,85.4,1
BAT-TEST-L-02445,Model Y Performance,NMC,Slow (AC),Temperate,Shallow (20-80%),2574,85.2,733995.5,45.16,36.29,339.8,43.2,0.129022,87175.9,4693,2119,635700,84.8,1
BAT-TEST-L-02446,Tesla Model S,NMC,Ultra-Fast (HPC),Cold,Shallow (20-80%),5167,284.8,1630409.9,12.36,10.39,345.86,26.9,0.180344,47908.04,5896,729,218700,29.2,1
BAT-TEST-L-02447,Chevy Bolt EV,NCA,Ultra-Fast (HPC),Hot,Shallow (20-80%),1186,77.5,413376.5,76.53,60.48,353.13,46.9,0.087335,68076.71,5054,3868,1160400,154.7,1
BAT-TEST-L-02448,Tesla Model S,NMC,Fast (DC),Temperate,Shallow (20-80%),563,24.0,176281.4,86.33,68.54,332.6,28.3,0.079321,36452.78,4118,3555,1066500,142.2,0
BAT-TEST-L-02449,Model 3 Long Range,NCA,Slow (AC),Hot,Moderate (10-90%),4263,185.2,1675829.0,10.11,11.1,333.87,27.8,0.186937,32312.64,4742,479,143700,19.2,1
BAT-TEST-L-02450,Tesla Model S,NCA,Ultra-Fast (HPC),Hot,Deep (0-100%),268,9.2,76826.7,93.99,74.82,345.14,43.5,0.055667,18891.35,4457,4189,1256700,167.6,0
BAT-TEST-L-02451,Tesla Model S,NMC,Slow (AC),Temperate,Moderate (10-90%),3285,184.0,1224189.6,40.55,32.41,349.59,42.0,0.14415,99906.49,5526,2241,672300,89.6,1
BAT-TEST-L-02452,Model 3 Long Range,NMC,Ultra-Fast (HPC),Temperate,Deep (0-100%),4452,176.6,1297642.7,23.5,19.35,337.01,35.2,0.170578,78470.05,5820,1368,410400,54.7,1
BAT-TEST-L-02453,Chevy Bolt EV,NMC,Slow (AC),Cold,Shallow (20-80%),1211,46.9,368372.1,76.22,59.65,331.15,12.6,0.092565,69222.61,5092,3881,1164300,155.2,1
BAT-TEST-L-02454,Model 3 Long Range,NCA,Fast (DC),Temperate,Shallow (20-80%),4109,167.3,1302180.7,18.33,14.9,337.65,38.1,0.171979,56481.05,5031,922,276600,36.9,1
BAT-TEST-L-02455,Tesla Model S,NMC,Slow (AC),Hot,Moderate (10-90%),515,23.0,148622.3,90.19,73.71,337.53,20.2,0.059947,34836.01,5250,4735,1420500,189.4,0
BAT-TEST-L-02456,Chevy Bolt EV,NCA,Slow (AC),Cold,Moderate (10-90%),1315,39.0,387120.1,77.04,62.17,346.2,19.7,0.082887,75983.65,5728,4413,1323900,176.5,1
BAT-TEST-L-02457,Tesla Model S,LFP,Ultra-Fast (HPC),Cold,Moderate (10-90%),640,21.1,188474.1,84.41,69.12,346.13,42.0,0.074371,40516.87,4105,3465,1039500,138.6,0
BAT-TEST-L-02458,Model 3 Long Range,NMC,Fast (DC),Temperate,Shallow (20-80%),563,31.9,221937.1,90.45,72.1,340.34,32.8,0.06557,38192.49,5895,5332,1599600,213.3,0
BAT-TEST-L-02459,Tesla Model S,NMC,Fast (DC),Cold,Moderate (10-90%),3079,134.2,1134466.3,25.99,20.34,331.16,49.4,0.164016,60015.81,4160,1081,324300,43.2,1
BAT-TEST-L-02460,Model Y Performance,LFP,Slow (AC),Cold,Deep (0-100%),3022,120.1,863502.9,44.37,37.79,354.46,31.5,0.136993,100560.95,5432,2410,723000,96.4,1
BAT-TEST-L-02461,Model Y Performance,NCA,Fast (DC),Temperate,Deep (0-100%),588,18.3,154191.4,90.1,72.87,343.75,20.4,0.060042,39732.97,5938,5350,1605000,214.0,0
BAT-TEST-L-02462,Model Y Performance,NCA,Fast (DC),Temperate,Moderate (10-90%),3639,115.9,1339967.7,18.47,14.88,336.36,23.4,0.171231,50405.66,4463,824,247200,33.0,1
BAT-TEST-L-02463,BYD Blade EV,LFP,Slow (AC),Cold,Deep (0-100%),1797,84.4,452573.5,65.39,53.03,353.85,31.1,0.108944,88127.17,5192,3395,1018500,135.8,1
BAT-TEST-L-02464,Tesla Model S,NMC,Ultra-Fast (HPC),Temperate,Moderate (10-90%),2999,136.2,1084286.0,45.93,38.11,354.27,30.0,0.137912,103310.24,5547,2548,764400,101.9,1
BAT-TEST-L-02465,Chevy Bolt EV,NMC,Ultra-Fast (HPC),Hot,Moderate (10-90%),1346,59.8,513849.6,75.64,60.91,357.21,46.7,0.086715,76358.33,5525,4179,1253700,167.2,1
BAT-TEST-L-02466,Model Y Performance,LFP,Ultra-Fast (HPC),Cold,Moderate (10-90%),4284,208.3,1484632.7,11.37,9.64,358.84,43.8,0.1778,36546.91,4834,550,165000,22.0,1
BAT-TEST-L-02467,Tesla Model S,LFP,Slow (AC),Cold,Shallow (20-80%),355,17.3,108685.2,91.94,72.38,358.14,24.8,0.061502,24480.28,4407,4052,1215600,162.1,0
BAT-TEST-L-02468,Model Y Performance,NCA,Fast (DC),Temperate,Moderate (10-90%),1968,70.8,726977.0,57.13,47.12,346.93,21.6,0.109534,84322.84,4591,2623,786900,104.9,1
BAT-TEST-L-02469,Chevy Bolt EV,NCA,Ultra-Fast (HPC),Hot,Deep (0-100%),969,46.3,387116.7,80.82,64.72,335.78,46.5,0.077184,58737.25,5053,4084,1225200,163.4,0
BAT-TEST-L-02470,Model Y Performance,NMC,Slow (AC),Cold,Moderate (10-90%),1687,61.8,640534.2,69.33,57.0,331.29,39.2,0.097268,87723.39,5501,3814,1144200,152.6,1
BAT-TEST-L-02471,Tesla Model S,NCA,Slow (AC),Cold,Shallow (20-80%),2087,108.0,784231.1,60.7,50.74,340.9,25.4,0.107338,95008.24,5310,3223,966900,128.9,1
BAT-TEST-L-02472,Chevy Bolt EV,NMC,Fast (DC),Temperate,Shallow (20-80%),1167,71.3,384717.7,76.98,61.45,350.16,30.0,0.084333,67376.25,5069,3902,1170600,156.1,1
BAT-TEST-L-02473,Model 3 Long Range,LFP,Fast (DC),Temperate,Moderate (10-90%),2740,176.0,786833.4,36.1,29.76,339.71,31.4,0.143613,74181.63,4288,1548,464400,61.9,1
BAT-TEST-L-02474,Model Y Performance,NCA,Slow (AC),Temperate,Deep (0-100%),1050,34.1,361714.8,80.43,64.77,346.56,40.3,0.084786,63335.46,5364,4314,1294200,172.6,0
BAT-TEST-L-02475,Model 3 Long Range,NCA,Slow (AC),Cold,Deep (0-100%),3897,213.6,1019869.8,25.94,20.46,339.87,49.9,0.160885,75818.83,5262,1365,409500,54.6,1
BAT-TEST-L-02476,BYD Blade EV,LFP,Fast (DC),Cold,Deep (0-100%),515,26.2,205069.7,87.88,71.23,344.29,43.6,0.069374,33945.58,4251,3736,1120800,149.4,0
BAT-TEST-L-02477,Model 3 Long Range,NCA,Ultra-Fast (HPC),Temperate,Moderate (10-90%),3072,103.1,792257.7,31.56,24.24,335.94,34.4,0.154443,72713.64,4489,1417,425100,56.7,1
BAT-TEST-L-02478,Model Y Performance,NMC,Ultra-Fast (HPC),Cold,Deep (0-100%),1815,67.8,632864.1,66.03,52.68,342.01,19.6,0.101758,89877.88,5342,3527,1058100,141.1,1
BAT-TEST-L-02479,Model Y Performance,NCA,Slow (AC),Temperate,Moderate (10-90%),3347,114.7,1286458.2,29.02,24.41,353.7,49.2,0.151277,72852.13,4716,1369,410700,54.8,1
BAT-TEST-L-02480,Model Y Performance,LFP,Ultra-Fast (HPC),Cold,Shallow (20-80%),1797,52.2,692183.5,69.67,54.84,334.63,27.2,0.101618,93900.47,5925,4128,1238400,165.1,1
BAT-TEST-L-02481,Tesla Model S,NCA,Ultra-Fast (HPC),Temperate,Deep (0-100%),3208,101.0,1032451.0,23.11,18.9,337.24,23.2,0.168134,55598.19,4172,964,289200,38.6,1
BAT-TEST-L-02482,Model 3 Long Range,NCA,Slow (AC),Hot,Deep (0-100%),3596,131.1,1212855.2,17.44,13.22,337.98,45.1,0.171753,47029.98,4356,760,228000,30.4,1
BAT-TEST-L-02483,Model 3 Long Range,NCA,Slow (AC),Hot,Moderate (10-90%),1015,45.5,257483.8,75.63,59.11,357.54,35.1,0.085663,57575.99,4166,3151,945300,126.0,1
BAT-TEST-L-02484,Model 3 Long Range,NMC,Fast (DC),Hot,Deep (0-100%),1505,59.5,487950.8,70.45,56.48,332.27,46.6,0.094645,79524.17,5094,3589,1076700,143.6,1
BAT-TEST-L-02485,Tesla Model S,LFP,Fast (DC),Temperate,Moderate (10-90%),1711,51.3,659576.4,65.97,53.02,332.75,22.5,0.109089,84655.89,5028,3317,995100,132.7,1
BAT-TEST-L-02486,Model Y Performance,NCA,Ultra-Fast (HPC),Temperate,Moderate (10-90%),2189,70.0,611403.0,49.35,39.87,358.86,18.2,0.125453,81022.74,4322,2133,639900,85.3,1
BAT-TEST-L-02487,Tesla Model S,LFP,Fast (DC),Hot,Deep (0-100%),1828,54.0,587203.4,54.39,43.23,332.03,21.5,0.11901,74564.74,4008,2180,654000,87.2,1
BAT-TEST-L-02488,Tesla Model S,LFP,Fast (DC),Temperate,Shallow (20-80%),2291,83.9,746823.1,57.41,45.65,347.28,18.5,0.118866,98645.33,5379,3088,926400,123.5,1
BAT-TEST-L-02489,Model Y Performance,NMC,Fast (DC),Cold,Shallow (20-80%),1060,38.8,417424.3,81.02,65.71,336.15,20.9,0.082536,64410.03,5585,4525,1357500,181.0,0
